"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-04-29","8.50",,"0.00","0.0","0.0","79","89","64","  260","  270","25.1","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-04-30","14.99",,"0.00","0.0","0.0","77","83","65","  250","  260","30.0","38.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-01","10.51",,"0.00","0.0","0.0","73","86","58","  250","  270","21.9","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-02","7.61",,"0.00","0.0","0.0","76","88","56","  270","  270","19.9","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-03","7.38",,"0.00","0.0","0.0","78","88","64","  310","  290","18.1","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-04","7.16",,"0.00","0.0","0.0","74","91","58","  250","  250","23.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-05","9.17",,"0.00","0.0","0.0","76","92","60","  270","  230","21.0","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-06","9.84",,"0.00","0.0","0.0","81","90","65","  200","  160","21.0","32.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-07","15.21",,"0.00","0.0","0.0","77","82","65","  280","  260","36.9","47.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-08","14.54",,"0.00","0.0","0.0","70","80","60","  250","  250","30.0","38.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-09","8.50",,"0.00","0.0","0.0","67","80","55","  100","  100","28.0","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-10","11.18",,"0.10","0.0","0.0","62","69","51","   90","   80","19.9","25.1","    1",,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-11","6.93",,"0.00","0.0","0.0","60","79","50","   10","   10","23.9","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-12","8.28",,"0.06","0.0","0.0","66","75","57","  270","  220","32.0","40.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-13","6.04",,"0.00","0.0","0.0","63","78","54","   90","   90","17.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-14","5.59",,"0.00","0.0","0.0","70","89","57","  170","  180","14.1","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-15","4.70",,"0.00","0.0","0.0","78","94","61","  120","  110","15.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-16","10.51",,"0.00","0.0","0.0","82","96","68","  270","  280","30.0","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-17","20.80",,"0.00","0.0","0.0","80","86","69","  250","  250","36.9","45.0",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-18","13.65",,"0.00","0.0","0.0","73","81","65","  250","  270","29.1","42.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-19","9.62",,"0.00","0.0","0.0","73","89","56","  270","  260","23.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-20","20.13",,"0.00","0.0","0.0","77","81","56","  300","  300","42.9","55.0",,,,,,"    1","    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-21","20.80",,"0.00","0.0","0.0","63","80","54","  280","  280","35.1","45.0",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-22","15.21",,"0.00","0.0","0.0","75","93","63","  220","  230","25.1","40.9",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-23","11.41",,"0.00","0.0","0.0","77","86","59","  210","  210","30.0","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-24","5.14",,"0.00","0.0","0.0","74","90","56","  220","  260","17.0","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-25","8.50",,"0.00","0.0","0.0","79","95","59","  240","  230","17.0","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-26","15.21",,"0.00","0.0","0.0","84","95","67","  250","  250","30.0","50.1",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-27","17.90",,"0.00","0.0","0.0","80","94","66","  260","  240","29.1","47.0",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-28","11.18",,"0.00","0.0","0.0","75","85","63","  280","  290","17.0","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-29","8.72",,"0.00","0.0","0.0","76","86","62","  270","  270","17.0","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-30","7.38",,"0.00","0.0","0.0","74","90","57","  120","  110","19.9","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-05-31","7.38",,"0.00","0.0","0.0","76","92","65","  170","  110","17.0","31.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-01","7.38",,"0.01","0.0","0.0","81","99","67","  220","  140","21.9","30.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-02","9.40",,"0.00","0.0","0.0","83","97","70","  140","  140","21.0","32.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-03","7.38",,"0.00","0.0","0.0","80","95","68","  140","  150","29.1","47.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-04","6.93",,"0.26","0.0","0.0","74","91","63","  200","  200","45.0","63.1",,,"    1",,"    1",,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-05","9.17",,"0.00","0.0","0.0","73","92","61","  350","  340","25.9","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-06","4.92",,"0.00","0.0","0.0","80","96","64","  350","  350","21.0","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-07","6.93",,"0.00","0.0","0.0","87","100","74","  240","  240","21.0","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-08","8.95",,"0.00","0.0","0.0","89","98","76","  260","  240","25.1","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-09","10.29",,"0.00","0.0","0.0","85","101","66","   90","   90","25.9","35.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-10","10.51",,"0.69","0.0","0.0","71","72","58","   70","   80","23.0","29.1","    1",,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-11","5.37",,"0.00","0.0","0.0","65","86","56","  220","  230","15.0","19.9","    1","    1",,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-12","10.51",,"0.00","0.0","0.0","78","91","67","  360","  110","19.9","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-13","9.40",,"0.01","0.0","0.0","82","101","69","  240","  250","30.0","36.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-14","14.99",,"0.00","0.0","0.0","85","99","72","  270","  270","28.0","35.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-15","14.99",,"0.00","0.0","0.0","89","95","78","  250","  250","30.0","36.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-16","6.71",,"0.00","0.0","0.0","85","97","71","  250","  330","15.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-17","9.17",,"0.00","0.0","0.0","86","97","68","  220","  260","21.9","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-18","8.05",,"0.00","0.0","0.0","84","98","67","  300","  290","16.1","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-19","11.63",,"0.00","0.0","0.0","89","98","73","  290","  280","25.9","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-20","14.32",,"0.00","0.0","0.0","89","99","79","  250","  250","23.9","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-21","15.66",,"0.00","0.0","0.0","89","98","75","  250","  270","23.9","36.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-22","16.78",,"0.00","0.0","0.0","87","95","76","  250","  270","25.1","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-23","8.28",,"0.00","0.0","0.0","85","94","71","  260","  260","29.1","38.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-24","6.71",,"0.00","0.0","0.0","84","98","69","  250","  220","19.9","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-25","6.49",,"0.00","0.0","0.0","84","102","63","  160","  160","23.9","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-26","9.62",,"0.00","0.0","0.0","87","102","73","   90","   80","23.9","36.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-27","7.83",,"0.00","0.0","0.0","89","102","77","  130","  130","18.1","25.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-28","9.84",,"0.00","0.0","0.0","89","101","76","   20","   10","19.9","30.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-29","8.72",,"0.00","0.0","0.0","88","99","76","   90","   90","15.0","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-06-30","5.82",,"0.00","0.0","0.0","87","100","72","  150","  170","15.0","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-01","7.83",,"0.00","0.0","0.0","88","103","72","  320","  320","32.0","40.0",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-02","7.38",,"0.00","0.0","0.0","89","102","77","  100","  100","23.9","30.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-03","12.08",,"0.00","0.0","0.0","88","101","76","  280","  270","23.0","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-04","12.97",,"0.00","0.0","0.0","92","100","81","  300","  300","21.9","30.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-05","10.96",,"0.00","0.0","0.0","91","102","78","  250","  250","33.1","38.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-06","10.07"," 1453","0.00","0.0","0.0","87","95","71","  350","  350","32.0","40.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-07","5.82"," 2132","0.01","0.0","0.0","79","92","72","  300","  310","23.9","30.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-08","6.49"," 1717","0.00","0.0","0.0","83","98","69","  270","  200","19.9","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-09","5.59"," 0933","0.00","0.0","0.0","88","101","68","  360","   10","15.0","19.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-10","7.38"," 1356","0.00","0.0","0.0","89","104","77","   70","   80","21.9","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-11","8.05"," 1816","0.01","0.0","0.0","89","100","78","   40","   40","32.0","38.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-12","5.37"," 1515","0.02","0.0","0.0","81","97","70","  200","  210","32.0","40.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-13","5.37"," 2003","0.00","0.0","0.0","87","101","72","  130","  130","21.0","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-14","5.14"," 1326","0.00","0.0","0.0","90","101","78","  130","  290","16.1","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-15","4.92"," 1232","0.00","0.0","0.0","90","103","76","  140","  220","13.0","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-16","7.83"," 1803","0.00","0.0","0.0","91","104","75","  340","  330","36.0","53.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-17","9.62"," 1729","0.05","0.0","0.0","91","102","79","  310","  310","23.0","29.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-18","9.17"," 0202","0.00","0.0","0.0","85","100","74","  250","  250","25.1","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-19","10.07"," 2159","0.00","0.0","0.0","90","102","78","  250","  250","21.0","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-20","10.74"," 2357","0.00","0.0","0.0","91","104","80","  260","  260","21.9","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-21","8.50"," 1817","0.00","0.0","0.0","94","106","81","  260","  130","25.1","32.0",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-22","11.86"," 0830","0.00","0.0","0.0","87","92","79","   70","   80","21.9","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-23","9.62"," 2158","0.09","0.0","0.0","80","90","68","  130","  130","17.0","23.0","    1",,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-24","5.14"," 1341","0.00","0.0","0.0","82","93","70","  190","   70","13.0","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-25","4.92"," 1522","0.00","0.0","0.0","85","98","72","  140","  140","14.1","17.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-26","5.37"," 1623","0.00","0.0","0.0","87","100","73","  150","  150","13.0","17.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-27","5.82"," 1854","0.00","0.0","0.0","90","101","77","  350","  350","23.0","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-28","5.82"," 2206","0.00","0.0","0.0","91","103","80","  200","  210","25.1","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-29","9.62"," 1521","0.00","0.0","0.0","86","97","75","  100","  100","23.9","30.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-30","8.50"," 1055","0.00","0.0","0.0","85","97","74","  150","  110","21.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-07-31","7.83"," 2109","0.00","0.0","0.0","87","99","75","  260","  260","21.9","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-01","7.38",,"0.00","0.0","0.0","89","100","77","  210","  210","17.0","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-02","6.71",,"0.02","0.0","0.0","90","104","77","  320","  320","28.0","34.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-03","8.50",,"0.25","0.0","0.0","90","104","75","  340","  340","23.9","27.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-04","9.17",,"0.00","0.0","0.0","85","97","73","   30","   30","23.9","27.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-05","4.92",,"0.00","0.0","0.0","88","101","79","  130","  130","16.1","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-06","9.40",,"0.00","0.0","0.0","90","100","81","   10","  230","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-07","7.61",,"0.00","0.0","0.0","91","103","82","  270","  160","23.9","31.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-08","10.29",,"0.00","0.0","0.0","88","99","75","  210","  220","25.9","35.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-09","8.95",,"0.00","0.0","0.0","88","101","76","  210","  220","25.9","35.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-10","7.38",,"0.34","0.0","0.0","83","92","68","  200","  200","33.1","42.9","    1",,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-11","8.50",,"0.00","0.0","0.0","85","95","74","  260","  270","23.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-12","5.82",,"0.00","0.0","0.0","87","101","77","  330","  320","18.1","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-13","6.49",,"0.00","0.0","0.0","90","100","79","  130","  130","23.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-14","10.07",,"0.00","0.0","0.0","87","98","74","   10","   20","48.1","55.0",,,"    1",,,"    1","    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-15","8.50",,"0.00","0.0","0.0","84","98","74","  250","  210","21.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-16","8.50",,"0.00","0.0","0.0","87","101","76","  190","  200","21.9","29.1",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-17","10.07",,"0.00","0.0","0.0","90","103","79","  270","  270","19.9","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-18","6.04",,"0.00","0.0","0.0","92","103","78","  340","  330","17.0","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-19","6.04",,"0.00","0.0","0.0","92","102","84","  160","  160","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-20","6.93",,"0.00","0.0","0.0","90","102","77","   10","  350","28.0","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-21","7.16",,"0.12","0.0","0.0","88","101","75","  360","  360","32.0","38.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-22","5.59",,"0.00","0.0","0.0","83","95","71","  150","  150","21.0","25.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-23","8.05",,"0.00","0.0","0.0","84","99","74","   70","   70","32.0","51.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-24","10.74",,"0.00","0.0","0.0","81","95","73","  250","  240","17.0","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-25","9.84",,"0.00","0.0","0.0","87","103","76","  280","  280","21.9","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-26","6.71",,"0.00","0.0","0.0","93","106","78","  280","  290","23.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-27","8.72",,"0.00","0.0","0.0","92","103","77","   80","   80","29.1","38.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-28","5.59",,"0.00","0.0","0.0","87","97","76","  100","  110","21.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-29","8.95",,"0.09","0.0","0.0","86","100","69","  170","   40","23.9","30.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-30","7.16",,"0.07","0.0","0.0","80","92","70","  150","  130","23.9","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-08-31","5.59",,"0.00","0.0","0.0","82","96","69","  130","  180","15.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-01","5.59",,"0.00","0.0","0.0","85","96","74","   50","   50","21.0","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-02","5.14",,"0.00","0.0","0.0","85","96","70","  130","  120","14.1","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-03","5.82",,"0.00","0.0","0.0","85","96","73","  110","  110","16.1","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-04","9.62",,"0.00","0.0","0.0","85","93","73","  100","  100","25.1","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-05","3.80",,"0.00","0.0","0.0","82","92","73","  160","   30","10.1","16.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-06","5.59",,"0.00","0.0","0.0","85","98","74","  120","  110","19.9","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-07","5.82",,"0.00","0.0","0.0","86","97","75","   10","  360","16.1","19.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-08","8.50",,"0.92","0.0","0.0","85","96","70","  200","  230","30.0","38.9",,,"    1",,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-09","7.61",,"0.00","0.0","0.0","80","89","73","  190","  180","14.1","21.0",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-10","8.28",,"0.07","0.0","0.0","80","92","70","  190","  190","21.9","29.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-11","6.93",,"0.00","0.0","0.0","80","92","71","  250","  160","19.9","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-12","6.71",,"0.00","0.0","0.0","83","96","71","  150","  140","17.0","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-13","8.95",,"0.00","0.0","0.0","82","90","72","  150","  140","25.1","31.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-14","6.49",,"0.00","0.0","0.0","79","86","72","  300","  180","14.1","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-15","6.93",,"0.14","0.0","0.0","74","77","68","  350","   10","17.0","21.9","    1",,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-16","4.25",,"0.00","0.0","0.0","73","85","66","  190","  190","12.1","14.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-17","5.14",,"0.00","0.0","0.0","79","92","70","  280","  270","15.0","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-18","5.82",,"0.00","0.0","0.0","83","94","71","  310","  250","15.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-19","6.71",,"0.00","0.0","0.0","82","94","73","  150","  170","17.0","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-20","8.50",,"0.00","0.0","0.0","84","95","73","  250","  180","19.9","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-21","7.83",,"0.15","0.0","0.0","77","83","66","  210","  200","21.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-22","4.70",,"0.00","0.0","0.0","72","86","66","  200","  160","8.9","12.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-23","7.61",,"0.00","0.0","0.0","78","90","69","  240","  270","15.0","19.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-24","8.95",,"0.00","0.0","0.0","79","89","66","   30","   30","21.9","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-25","5.14",,"0.00","0.0","0.0","77","91","65","  260","  260","14.1","17.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-26","8.28",,"0.00","0.0","0.0","80","93","66","  290","  290","21.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-27","7.38",,"0.00","0.0","0.0","80","91","64","  300","  300","21.9","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-28","4.25",,"0.00","0.0","0.0","76","89","63","  170","  150","16.1","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-29","6.71",,"0.01","0.0","0.0","79","92","64","  220","  200","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-09-30","8.95",,"0.25","0.0","0.0","80","86","68","  150","  140","29.1","36.9","    1",,"    1",,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-01","8.05",,"0.24","0.0","0.0","72","83","67","  300","  310","19.9","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-02","5.82",,"0.00","0.0","0.0","73","84","63","  150","  150","14.1","16.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-03","6.26",,"0.00","0.0","0.0","75","85","68","   90","   80","21.0","25.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-04","4.92",,"0.63","0.0","0.0","71","83","63","  340","   10","13.0","15.0","    1",,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-05","4.92",,"0.00","0.0","0.0","75","88","66","  250","  250","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-06","7.38",,"0.00","0.0","0.0","77","89","64","   60","   40","19.9","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2019-10-07","8.50",,"0.00","0.0","0.0","70","77","59","  110","   60","14.1","19.9",,,,,,,
